Company Domain,Company Name,Website Emails,Website Phones,Website Social Links,CEO LinkedIn,CEO Twitter/X,CEO Instagram,CEO TikTok,Processing Status,Timestamp
https://www.isotoner.com,Isotoner,,,,https://www.linkedin.com/in/jamesmpierce,,,,Success,2025-08-26 12:59:06
https://hk.iteshop.com,Hk,,,,,,https://www.instagram.com/ithk/?locale=it&hl=en,,Success,2025-08-26 13:00:35
https://www.thebs.com,Thebs,customercare@thebs.com,+39 010 81 78; 05275180965; 1809534,,https://it.linkedin.com/in/maura-basili-9546a227,,,https://www.tiktok.com/@part2withjade,Success,2025-08-26 13:02:08
https://hellojackalo.com,Hellojackalo,,,,,https://twitter.com/hellojackalo,,,Success,2025-08-26 13:03:34
https://www.jarlolondon.com,Jarlolondon,,,,https://uk.linkedin.com/in/carly-hallahan-81090935,,https://www.instagram.com/carlyhallahan/,,Success,2025-08-26 13:05:01
https://www.johnstonmurphy.com,Johnstonmurphy,,1-800-424-2854; 800.424.2854; 8004242854,,https://www.linkedin.com/in/jasondasal,https://twitter.com/JamesYun123,,,Success,2025-08-26 13:06:30
https://joie.com,Joie,service@joie.com; wholesale@joie.com,+1 855-830-5643,,https://www.linkedin.com/in/joieonlineshopp,https://twitter.com/emilyjnash,,https://www.tiktok.com/@amourjoielegacies,Success,2025-08-26 13:07:59
https://www.jny.com,Jny,customerservice@jny.com,1-855-562-1835,,https://www.linkedin.com/in/cindi-breen-9b95949a,,,,Success,2025-08-26 13:09:25
https://www.joythestore.com,Joythestore,,,,https://uk.linkedin.com/in/maureen-o-brien-12972811,https://x.com/davidcaygill,https://www.instagram.com/joythestore/,,Success,2025-08-26 13:10:52
https://www.jumperthreads.com,Jumperthreads,,,,,,,,Success,2025-08-26 13:12:28
https://kabanashop.com.au,Kabanashop,enquiries@kabanashop.com,,,,,,,Success,2025-08-26 13:13:54
https://www.keds.com,Keds,,,,,,,,Success,2025-08-26 13:19:29
https://kotn.com,Kotn,,,,,,,,Success,2025-08-26 13:25:02
https://www.ladoublej.com,Ladoublej,,,,https://it.linkedin.com/in/j-j-martin-b26a564a,,,,Success,2025-08-26 13:30:33
https://labucq.com,Labucq,help@labucq.com,,,https://www.linkedin.com/in/laurenbucquet,https://x.com/labucq,https://www.instagram.com/lauren.bucquet/,,Success,2025-08-26 13:32:01
https://lavinialingerie.com,Lavinialingerie,care@lavinialingerie.com,,,https://www.linkedin.com/in/armandskruze,https://x.com/hashtag/intimateapparel?src=hashtag_click,https://www.instagram.com/armands.kruze/,,Success,2025-08-26 13:33:29
https://lazyone.com,Lazyone,,,,,,,,Success,2025-08-26 13:35:02
https://www.lilyandlionel.com,Lilyandlionel,customerservice@lilyandlionel.com,,,https://uk.linkedin.com/in/helendahill,,,,Success,2025-08-26 13:36:27
https://www.lilysilk.com,Lilysilk,,+1 909-861-1680,,https://ca.linkedin.com/in/thomassamyinyang,https://twitter.com/sharondurst1/with_replies,,,Success,2025-08-26 13:37:52
https://londonfog.com,Londonfog,,,,https://www.linkedin.com/in/annaaanguyen,,,,Success,2025-08-26 13:39:23
https://londonsockcompany.com,Londonsockcompany,,08694788; 173189783,,https://uk.linkedin.com/in/ryan-palmer-6418708,https://twitter.com/ryan5382,,,Success,2025-08-26 13:40:50
https://www.loragal.com,Loragal,support@loragal.com,,,,https://twitter.com/JMichelleM/with_replies,https://www.instagram.com/shopthehoodtvshow/reel/DIQvBWsR4fh/?locale=zh_CN&hl=af,,Success,2025-08-26 13:42:17
https://loyalhana.com,Loyalhana,,,,,https://twitter.com/dancingdoll15,https://www.instagram.com/loyal_hana/,,Success,2025-08-26 13:43:39
https://www.lucyparis.com,Lucyparis,,,,,,,,Success,2025-08-26 13:45:03
https://www.lugz.com,Lugz,,,,,,,,Success,2025-08-26 13:50:36
https://lulacolalulacola.com,Lulacolalulacola,,,,,,,,Failed,2025-08-26 13:56:13
https://www.luvyle.com,Luvyle,,,,,,,,Success,2025-08-26 14:01:41
https://www.magee1866.com,Magee1866,,,,https://ie.linkedin.com/in/stephen-harron-80812825,https://x.com/nikkibspeaks,,,Success,2025-08-26 14:03:08
https://www.marcellanyc.com,Marcellanyc,support@marcellanyc.com,,,https://www.linkedin.com/in/siyanahuszar,https://twitter.com/JMichelleM/with_replies,https://www.instagram.com/siyanahuszar/,,Success,2025-08-26 14:04:36
https://marissacollections.com,Marissacollections,shop@marissacollections.com,1-800-581-6641,,https://www.linkedin.com/in/jay-hartington-3798024,,https://www.instagram.com/shopmarissacollections/,,Success,2025-08-26 14:06:08
https://www.measureandmade.com,Measureandmade,cs@measureandmade.com,1.800.250.4255; 18002504255,,https://www.linkedin.com/in/denisewhowell,,,,Success,2025-08-26 14:07:43
https://www.miinto.nl,Miinto,,,,https://nl.linkedin.com/in/marc-s-e-kooiman-7138626,,,,Success,2025-08-26 14:09:10
https://www.modainpelle.com,Modainpelle,,15714502; 469466634,,,https://twitter.com/mandbrown,,,Success,2025-08-26 14:10:34
https://www.modanisa.com,Modanisa,,,,https://tr.linkedin.com/in/samiguzel,,https://www.instagram.com/modanisacareers/,,Success,2025-08-26 14:12:01
