Company Domain,Company Name,Website Emails,Website Phones,Website Social Links,CEO LinkedIn,CEO Twitter/X,CEO Instagram,CEO TikTok,Processing Status,Timestamp
https://www.monad.xyz,Monad,,,,https://www.linkedin.com/in/keone-hon,,,,Success,2025-08-25 12:30:44
https://www.eigencloud.xyz,Eigencloud,press@eigenlabs.org,,,,,,,Success,2025-08-25 12:33:33
https://celestia.org,Celestia,,,,,,,,Success,2025-08-25 12:33:49
https://ritual.net,Ritual,hello@ritual.net,,,,,,,Success,2025-08-25 12:33:56
https://berachain.com,Berachain,,1756112646,,,,,,Success,2025-08-25 12:34:02
https://www.availproject.org,Availproject,,,,,,,,Success,2025-08-25 12:34:08
https://www.succinct.xyz,Succinct,,,,,,,,Success,2025-08-25 12:34:31
https://layerzero.network,Layerzero,,,,,,,,Success,2025-08-25 12:34:44
https://www.gensyn.ai,Gensyn,,,,,,,,Success,2025-08-25 12:34:58
https://ondo.finance,Ondo,,,,,,,,Success,2025-08-25 12:35:12
https://centrifuge.io,Centrifuge,,,,,,,,Success,2025-08-25 12:35:25
https://movementlabs.xyz,Movementlabs,,,,,,,,Success,2025-08-25 12:35:36
https://www.espressosys.com,Espressosys,,,,,,,,Success,2025-08-25 12:35:42
https://hivemapper.com,Hivemapper,,,,,,,,Success,2025-08-25 12:35:58
https://weatherxm.com,Weatherxm,,,,,,,,Success,2025-08-25 12:36:07
https://www.privy.io,Privy,sales@privy.io,,,,,,,Success,2025-08-25 12:36:22
https://world.org,World,,,,,,,,Success,2025-08-25 12:36:54
https://farcaster.xyz,Farcaster,,,,,,,,Success,2025-08-25 12:37:07
https://galactica.com,Galactica,,,,,,,,Success,2025-08-25 12:37:15
